Player,2PA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,2P%,3P%,eFG%,FT%,TS%
Rickey Green,11.5,0.2,3,0.7,2.3,9.7,2.8,0.2,2.2,2,13.9,0.493,0.118,0.487,0.821,0.532
Draymond Green,7.2,3.2,4.3,1.7,8.3,7.7,1.5,1.4,3.3,3.1,14.3,0.529,0.384,0.544,0.685,0.58
A.C. Green,10.1,0.6,4.9,3.5,6,1.2,0.9,0.7,1.5,2.8,14.1,0.489,0.283,0.486,0.751,0.548
Horace Grant,12.2,0.1,3.2,4.3,6.5,3.3,1,1.2,1.5,2.3,14.8,0.528,0,0.524,0.596,0.54
Danny Granger,12.3,6.7,6.8,0.7,4.3,2.7,1,1.4,2.5,3.1,25.7,0.47,0.404,0.518,0.878,0.584
Manu Ginobili,8.6,4.2,7.3,1.2,4.2,4.7,2,0.4,2.8,3.1,19.5,0.517,0.376,0.533,0.803,0.609
Manu Ginobili,8.6,6.5,6.1,0.6,3.8,5.8,1.8,0.4,2.6,2.4,20.7,0.497,0.349,0.509,0.871,0.581
Artis Gilmore*,10.3,0,7.2,2.5,6.5,1.5,0.6,1.6,2.8,3.6,17.8,0.619,0,0.618,0.701,0.661
Artis Gilmore*,10.4,0,6.8,2.8,7.7,2.2,0.6,2.5,3,3.7,18.7,0.67,,0.67,0.705,0.699
Artis Gilmore*,10.8,0,7.1,2.9,7.9,1.8,0.6,2.8,2.9,3.7,19.5,0.652,1,0.653,0.768,0.702
Artis Gilmore*,11.4,0.1,6.4,3.8,8.8,1.6,0.5,2.5,3.3,3.5,19,0.63,0,0.626,0.74,0.668
George Gervin*,22.1,0.5,8.1,1.6,3.8,3.4,1.2,0.7,3.3,2.8,28.9,0.496,0.257,0.494,0.826,0.555
George Gervin*,24.9,0.5,8.2,1.8,3.2,2.4,1,0.6,2.7,2.7,32.6,0.504,0.278,0.502,0.864,0.562
George Gervin*,19.3,0.4,7.7,1.4,3.1,3.4,1.1,0.9,3.1,3.1,26,0.49,0.364,0.491,0.853,0.561
George Gervin*,21.4,0.3,7.1,1.5,2.9,3.1,1.1,0.7,3.1,3.1,27.4,0.491,0.417,0.493,0.842,0.551
George Gervin*,20.2,0.2,6.6,1.4,2.7,3.1,1.1,0.8,3.4,3.6,26.2,0.512,0,0.508,0.844,0.564
George Gervin*,22.6,1.3,7.3,1.9,3.1,2.5,1.3,1,3.1,2.6,31.7,0.54,0.314,0.536,0.852,0.587
Paul George,8.6,5.7,3.3,1.1,6.2,4,1.7,0.6,2.8,2.7,16.7,0.457,0.362,0.491,0.807,0.531
Paul George,10.7,6.2,5.8,0.8,5.9,3.5,1.9,0.3,2.8,2.5,21.6,0.458,0.364,0.49,0.864,0.555
Paul George,11.3,7.3,6.8,1,6.1,4.2,1.9,0.4,3.4,3,23.9,0.439,0.374,0.487,0.856,0.554
Chris Gatling,17.3,0.2,9.2,3.8,6.6,0.8,1.1,0.9,3.4,3.9,25,0.528,0.167,0.526,0.717,0.58
Pau Gasol,13.2,0,5.1,3.2,6.7,3.2,0.6,1.5,1.7,2.4,18.3,0.53,0.333,0.53,0.823,0.589
Pau Gasol,15.1,0.3,4.9,3,9.4,2.8,0.3,2,2.1,2,19.4,0.495,0.462,0.5,0.803,0.55
Pau Gasol,14.8,1,4.6,2.5,10,4.7,0.7,2.2,2.5,2.3,18.9,0.475,0.368,0.48,0.804,0.53
Pau Gasol,13.6,0.1,7.1,2.2,6,4.3,0.5,1.8,2.7,2.1,18.7,0.505,0.25,0.504,0.689,0.555
Pau Gasol,12.5,0,5.3,3.1,6.2,3.4,0.6,1,1.9,2.1,18.3,0.567,0.5,0.567,0.781,0.617
Pau Gasol,12.6,0.1,5.4,3.6,7.4,3.3,0.6,1.7,2.1,2.3,17.8,0.539,0,0.536,0.79,0.593
Marc Gasol,11.1,0.2,4.8,1.8,7,3.1,0.9,1.8,1.8,3.1,14.5,0.489,0.083,0.483,0.748,0.541
Marc Gasol,14.1,0.2,5.9,1.5,6.9,4.1,0.9,1.8,2.4,2.8,18.9,0.5,0.176,0.496,0.795,0.558
Kevin Garnett,14.6,1.3,5.1,2.8,8.4,4.8,1.1,1.4,2.6,2.1,19.4,0.484,0.319,0.484,0.801,0.536
Kevin Garnett,13.4,0.1,3.9,1.4,7.5,3.2,1.2,1,1.8,3,17.3,0.523,0.2,0.521,0.837,0.569
Kevin Garnett,15.3,0.8,5.4,2.6,9.3,5.4,1.2,1.4,2.5,2.2,20.4,0.513,0.282,0.508,0.751,0.553
Kevin Garnett,13.2,0.1,3.5,1.3,8.9,2.8,1.5,0.9,1.9,2.4,17.1,0.53,0.2,0.529,0.862,0.575
Kevin Garnett,17.5,0.5,5.2,2.7,10,4.6,1.3,2,2.4,2.3,22.1,0.506,0.256,0.502,0.791,0.547
Kevin Garnett,14.8,0.3,3.6,1.3,8.1,2.8,1.4,1.1,2,2.7,17.9,0.504,0.125,0.498,0.786,0.535
Kevin Garnett,15.4,0.3,6.3,2.8,9.9,5.4,1.4,1.3,2.6,2.4,21,0.507,0.24,0.504,0.811,0.567
Kevin Garnett,13,0.3,3.3,2.3,5.1,2.8,1.3,2,2.1,2.4,15.7,0.503,0.286,0.502,0.754,0.537
Kevin Garnett,14.1,0.4,6,2.6,9.2,3.7,1.3,1.3,2.2,2.5,20.2,0.532,0.267,0.529,0.81,0.589
Kevin Garnett,14.3,0.2,3.7,2.5,6.3,3.9,1.6,1.7,2.1,2.5,17,0.495,0.188,0.492,0.738,0.527
Kevin Garnett,15.4,0.7,6,2.2,9.5,3.8,1.1,1.5,2.5,2.2,20.5,0.487,0.214,0.48,0.835,0.546
Kevin Garnett,16,0.9,4.5,2.5,8.1,4.5,1.3,1.4,3,2.3,20.6,0.504,0.37,0.507,0.765,0.545
Kevin Garnett,15.1,0.2,5.2,2.1,8,3.8,1.5,1.4,2.1,2.5,20.7,0.545,0,0.539,0.801,0.588
Kevin Garnett,15.8,0.7,5.3,2.5,7.9,4.5,1.2,1.6,2.6,2.3,20.1,0.486,0.288,0.484,0.764,0.531
Kevin Garnett,14.9,0.2,2.7,1.6,8.3,2.9,1.3,1.4,1.8,2.6,18.3,0.534,0.25,0.532,0.841,0.563
World B. Free,21.3,0.3,10.6,1.8,1.5,3.9,1.1,0.4,3.2,2.7,28.6,0.476,0.36,0.477,0.753,0.544
Steve Francis,12.2,3.2,6.5,1.6,4.6,5.6,1.1,0.4,3.4,2.6,19,0.442,0.324,0.451,0.773,0.517
Steve Francis,11.6,2.6,6.5,1.7,3.7,5.4,1.5,0.4,3.2,2.7,18.5,0.453,0.354,0.468,0.8,0.541
Steve Francis,9.8,2.8,4.9,1.3,3.6,5.6,1.6,0.4,3.3,2.9,14.8,0.435,0.292,0.436,0.775,0.501
Sleepy Floyd,9.9,2.2,6.3,0.7,2.5,10,1.7,0.2,3.3,2.3,18.1,0.512,0.384,0.524,0.86,0.608
Michael Finley,14.4,2.6,3.3,1.3,4.1,4.6,1.1,0.3,2,1.8,19.3,0.467,0.401,0.487,0.82,0.522
Michael Finley,13.5,2.7,3.4,1.1,3.3,3.8,1.2,0.3,2,1.8,18.5,0.481,0.346,0.487,0.775,0.521
Patrick Ewing*,18.5,0.1,6.7,2.3,9.5,1.8,0.9,1.9,3.2,3.4,23.5,0.504,0.143,0.503,0.719,0.546
Patrick Ewing*,18,0.2,7,2.7,8.1,2.2,1.1,2.6,3.1,3.3,23.5,0.498,0.286,0.497,0.765,0.551
Patrick Ewing*,17.6,0.3,6.9,1.9,8.8,2.6,0.8,2,3.2,3.4,23.3,0.506,0.286,0.505,0.75,0.555
Patrick Ewing*,16.4,0.1,6.2,2.5,6.6,2.1,1.1,2.1,3.5,3.9,20.3,0.477,0,0.474,0.739,0.526
Patrick Ewing*,18.5,0.4,6,2,8.4,2.1,0.9,2.4,2.9,3.2,22.1,0.472,0.143,0.467,0.761,0.516
Patrick Ewing*,16.7,0,6.7,3.5,6.1,1.8,1.5,3.5,4.1,4.7,23.4,0.556,0,0.555,0.716,0.594
Patrick Ewing*,16.6,0.1,7.3,2.2,8.2,1.9,0.9,2.4,3.4,3.1,21.8,0.49,0.222,0.489,0.754,0.548
Patrick Ewing*,15.9,0.1,6,2.6,6.6,2.3,1.5,3.5,3.3,3.9,22.6,0.57,0,0.567,0.746,0.607
Patrick Ewing*,19,0,7.4,2.7,7.5,2.1,0.9,3.7,3.2,3.7,26.7,0.552,0.25,0.551,0.775,0.599
Patrick Ewing*,19,0.1,7.2,2.3,8.2,2.8,0.9,3,3.4,3.3,25,0.516,0,0.514,0.745,0.561
Patrick Ewing*,17.4,0.1,5.8,2.6,7.9,1.8,1,2.8,2.4,3.2,22.5,0.523,0.167,0.522,0.738,0.563
Julius Erving*,15.3,0.5,5.4,2.5,2.9,3.6,1.6,1.2,3.1,2.9,19.5,0.486,0.281,0.484,0.785,0.537
Julius Erving*,15,1,4.4,2.2,2.8,3.6,1.4,1.8,3,2.6,18.9,0.484,0.264,0.479,0.813,0.527
Julius Erving*,20.4,0.3,6.8,2.8,4.6,4.5,2.2,1.8,3.6,2.7,26.9,0.523,0.2,0.52,0.787,0.568
Julius Erving*,18.9,0.2,6.7,3.1,5.2,4.6,2.2,1.8,3.3,2.9,25.2,0.525,0.222,0.522,0.787,0.572
Julius Erving*,18.3,0.1,7,2.8,4.3,4.1,2.1,1.8,2.8,3,25.5,0.548,0.273,0.547,0.763,0.593
Julius Erving*,17.3,0.1,6.5,2.6,4.7,3.9,1.7,1.9,2.9,3,22.9,0.518,0.286,0.518,0.759,0.566
Julius Erving*,17.5,0.3,6.5,2.5,4.6,4.1,1.9,1.9,3.1,2.9,23.2,0.515,0.333,0.515,0.754,0.562
Julius Erving*,17.4,0.2,6.3,2.4,3.4,3.3,1.9,1.5,3,2.8,22.2,0.497,0.214,0.495,0.765,0.546
Alex English*,21.7,0.1,4.8,2.1,2.6,4.8,0.9,0.3,2.3,2.5,25.6,0.496,0,0.495,0.828,0.535
Alex English*,22.6,0.1,4.6,1.8,2.1,4.6,0.8,0.1,2.4,2.1,26.2,0.492,0.25,0.492,0.858,0.531
Alex English*,18.4,0.1,5.3,2.5,4.2,5.2,1,1.4,3.1,3.1,24.9,0.553,0,0.551,0.84,0.596
Alex English*,22.2,0.1,5.9,3.2,4.1,4.8,1.4,1.5,3.2,2.8,28,0.519,0.167,0.517,0.829,0.561
Alex English*,21.4,0.1,5.4,2.7,3.1,5.1,1,1.2,2.8,3.2,27.2,0.531,0.143,0.529,0.824,0.57
Alex English*,22.2,0.1,5.7,2.5,3.1,4.2,1.2,0.6,3.1,3.2,27.8,0.519,0.2,0.518,0.829,0.561
Alex English*,22.4,0.1,7.1,2.3,2.5,3.8,0.9,0.3,3,2.8,28.7,0.505,0.2,0.504,0.862,0.562
Alex English*,22.2,0.2,5.7,1.7,2.3,4.9,0.9,0.2,2.5,2.5,27.4,0.504,0.267,0.504,0.844,0.549
Dale Ellis,15.5,3.8,5.2,1.8,2.1,1.9,1.2,0.2,2.5,2.2,25.4,0.507,0.478,0.549,0.816,0.589
Sean Elliott,9.1,4.9,5.2,0.9,4.1,2.6,0.9,0.4,2.5,2.2,19.1,0.495,0.411,0.537,0.771,0.585
Sean Elliott,11.3,1.4,4.7,1.2,3.3,3.7,0.9,0.4,2.1,1.8,16.7,0.509,0.356,0.511,0.795,0.566
Mark Eaton,5,0,2.5,2.8,7.6,1,0.5,3.9,1.8,3.6,6.3,0.462,,0.462,0.66,0.513
Kevin Durant,13.3,4.9,8,0.7,5.6,2.5,1,0.9,2.6,1.9,25.6,0.504,0.35,0.509,0.88,0.589
Kevin Durant,13.5,4.9,7.1,0.6,6.9,3.3,1.2,1.1,3.5,1.9,26.2,0.535,0.387,0.547,0.86,0.61
Kevin Durant,12.7,3.9,8.7,0.5,6.9,4.3,1.3,1.2,3.2,1.7,26.3,0.539,0.416,0.559,0.905,0.647
Kevin Durant,13.8,5.7,9.3,0.7,6.2,5.1,1.2,0.7,3.3,2,29.9,0.549,0.391,0.56,0.873,0.635
Kevin Durant,12.1,6.3,6.7,0.6,6.4,4.3,0.9,1,2.9,1.6,27,0.565,0.403,0.578,0.854,0.633
Kevin Durant,12.6,6.5,6.9,0.6,7.7,5,0.9,1.2,3.5,1.9,28.1,0.568,0.39,0.574,0.893,0.634
Kevin Durant,14.6,3.9,9.3,1.2,5.8,2.6,1.2,0.9,3,1.9,27.5,0.506,0.365,0.514,0.9,0.607
Tim Duncan,14.3,0.1,5.4,3.1,7.9,2.5,0.6,2.3,3.1,2.9,19.4,0.553,0,0.549,0.662,0.577
Tim Duncan,14.8,0.1,7.5,2.8,8.4,3.6,0.9,2.5,3,2.7,21.1,0.55,0.111,0.547,0.637,0.579
Tim Duncan,15.9,0.1,7.6,3.3,8.2,2.9,0.8,2.1,3,2.6,21.5,0.494,0.091,0.491,0.761,0.555
Tim Duncan,15.9,0.1,6.3,3.2,8.7,3,0.8,2.1,2.4,2.5,20.5,0.498,0,0.497,0.73,0.546
Tim Duncan,15.6,0.3,7.5,2.9,8.4,2.8,0.8,2.2,2.7,2.8,20.6,0.504,0.259,0.502,0.618,0.536
Tim Duncan,15.8,0,6.9,2.9,8.5,3.8,0.5,1.8,2.4,2.5,20.7,0.505,0,0.504,0.692,0.549
Tim Duncan,16.2,0.1,7.6,2.9,8.4,3.3,0.7,2.2,2.8,2.3,22.6,0.511,0.1,0.508,0.799,0.576
Tim Duncan,15.8,0.2,5.5,3.3,8.4,3.6,0.7,1.7,2.1,2.2,20.6,0.522,0.182,0.519,0.725,0.56
Tim Duncan,15.5,0.2,7.2,2.9,8.9,3.6,0.6,2.7,2.8,2.6,21.3,0.517,0.273,0.515,0.71,0.564
Larry Johnson,14.2,0.8,4.7,3,6.3,3.8,0.6,0.3,2.5,2,19.6,0.54,0.254,0.532,0.767,0.574
Larry Johnson,11.2,2.3,3.9,2.1,4.4,4.1,0.9,0.3,2.3,1.9,17,0.5,0.386,0.513,0.774,0.555
Kevin Johnson,14.5,0.5,7.7,0.5,3,10.9,1.2,0.2,3.4,1.9,21.5,0.51,0.195,0.502,0.838,0.585
Kevin Johnson,14.3,0.6,8,0.7,2.8,10.1,2.1,0.1,3.5,2.3,22.2,0.529,0.205,0.52,0.843,0.604
Kevin Johnson,14,0.4,6.8,0.8,1.6,9.4,1.8,0.1,3.5,1.9,19.7,0.494,0.222,0.49,0.819,0.566
Joe Johnson,8.6,5.6,2.7,0.7,3.1,3,0.7,0.1,1.7,1.8,17.4,0.489,0.401,0.533,0.815,0.564
Joe Johnson,12.6,4.8,4.8,0.8,2.8,3.8,0.9,0.2,2.7,1.8,21.8,0.504,0.381,0.523,0.748,0.558
Joe Johnson,11.3,4.8,4.1,0.9,3.1,5.1,0.9,0.2,2.4,1.8,19.2,0.454,0.381,0.489,0.834,0.535
Joe Johnson,11.6,4.8,4.2,0.7,3.2,5.2,1,0.2,2.2,2,19.5,0.468,0.36,0.489,0.826,0.534
Joe Johnson,12.9,4.4,3.4,0.9,3.5,4.6,1,0.1,1.8,1.8,20.2,0.488,0.369,0.505,0.818,0.538
Joe Johnson,12.1,4.2,3.4,0.8,3.3,4.8,0.7,0.1,2.1,1.8,18.5,0.494,0.297,0.481,0.802,0.517
Joe Johnson,10.3,5.4,3.1,0.9,2.8,3.9,0.8,0.2,2,1.3,19.1,0.489,0.388,0.521,0.849,0.557
Eddie Johnson,16.5,0.2,4.6,1.3,1.4,5.1,1.6,0.3,2.6,3,20.1,0.488,0.385,0.489,0.828,0.538
Eddie Johnson,14.9,0.3,4.8,0.8,1.6,5.4,1.7,0.1,2.6,2.5,19.1,0.508,0.3,0.507,0.784,0.554
Dennis Johnson*,16,0.7,6,2.1,3,4.1,1.8,1,2.8,3.3,18.9,0.431,0.207,0.426,0.78,0.489
Dennis Johnson*,16.1,0.7,6.9,2.2,2.8,4,1.9,0.8,2.9,3.4,20.5,0.446,0.216,0.441,0.82,0.516
Dennis Johnson*,14.5,0.5,6.1,1.7,3.3,4.5,1.3,0.7,2.9,3.1,19.1,0.48,0.19,0.473,0.806,0.54
Dennis Johnson*,12.6,0.3,3.7,1.1,2.7,6.6,1.2,0.5,2.6,2.7,15.2,0.467,0.269,0.466,0.853,0.522
Antawn Jamison,13.6,2.9,4.1,2.2,5,2.1,0.8,0.2,1.6,2.1,18.4,0.457,0.341,0.466,0.76,0.506
Antawn Jamison,12.5,4.2,5.2,2.5,7,1.4,1.2,0.4,1.3,2.3,19.9,0.468,0.339,0.478,0.76,0.525
LeBron James,14.8,3.5,7.9,0.9,5,5.3,1.4,0.6,2.8,1.9,24.1,0.513,0.319,0.507,0.698,0.552
LeBron James,13.6,4.9,7.6,0.7,5.3,7.4,1.6,0.7,3.9,1.9,25.2,0.536,0.354,0.535,0.71,0.577
LeBron James,15.3,4.3,9.2,1.6,5.5,6.4,1.6,1,3,2,26.8,0.531,0.315,0.518,0.712,0.568
LeBron James,15.1,3.8,6.7,1.5,6,6.7,1.4,0.6,3.2,1.9,25.3,0.564,0.293,0.539,0.723,0.577
LeBron James,14.5,4.5,9,1.2,6,6.9,1.6,1.1,2.8,1.6,27.2,0.535,0.344,0.53,0.78,0.591
LeBron James,13.8,4.7,9.4,0.9,5.9,7.9,1.5,0.9,3.2,1.4,27.4,0.56,0.333,0.545,0.767,0.604
LeBron James,14.2,3.3,7.8,0.9,6,6.5,1.5,0.6,3.3,1.9,24.8,0.552,0.33,0.541,0.759,0.594
LeBron James,15.8,2.3,7.8,1.5,6.2,6,1.8,0.8,3.3,1.5,26,0.556,0.362,0.554,0.771,0.605
LeBron James,14.6,3.3,6.8,1.2,5.1,6.1,1.9,0.6,2.8,1.6,23.1,0.499,0.351,0.504,0.75,0.554
LeBron James,13.8,3.2,6.7,1.2,6.4,6.9,1.6,0.8,2.8,1.4,25.5,0.602,0.406,0.603,0.753,0.64
LeBron James,15.5,4.1,8.7,0.8,5.2,5.6,1.3,0.7,2.8,1.9,26.5,0.518,0.335,0.515,0.738,0.568
LeBron James,13,3.8,7.3,1,5.6,6.1,1.5,0.3,3.3,1.6,25.9,0.622,0.379,0.61,0.75,0.649
Mark Jackson,11.4,3.5,3.7,1.5,3.4,9,2,0.1,3.3,2.4,17.7,0.507,0.338,0.507,0.698,0.535
Allen Iverson,18.6,2.6,9.6,0.5,2.2,6.2,1.6,0.1,2.9,1.4,27.6,0.465,0.323,0.467,0.814,0.543
Allen Iverson,14.6,2.6,8,0.3,2.2,6.1,1.6,0.2,3.5,1.2,22.3,0.465,0.315,0.466,0.795,0.54
Allen Iverson,18.6,3.3,7.8,0.9,2.5,4.1,1.8,0.1,2.9,2,25.1,0.435,0.341,0.446,0.713,0.496
Allen Iverson,13.5,2.9,8.4,0.5,2.1,6.2,1.7,0.1,2.6,1.1,22.8,0.482,0.345,0.488,0.809,0.567
Allen Iverson,18.2,3.7,8.7,0.6,2.7,3.9,2.2,0.2,2.9,1.8,26.7,0.441,0.32,0.447,0.814,0.518
Allen Iverson,12.6,1.7,6,0.5,2.5,4.9,1.5,0.1,2.5,1.5,17.1,0.435,0.283,0.434,0.781,0.504
Allen Iverson,12.1,1,5.5,0.7,2.6,4.7,0.8,0.1,2.7,2,16,0.436,0.36,0.445,0.794,0.515
Allen Iverson,19.2,3.7,8,0.6,3.1,4.5,2.3,0.2,3.3,1.4,25.9,0.419,0.291,0.422,0.812,0.489
Allen Iverson,16.9,3.1,7.6,0.7,2.9,4.7,2.3,0.1,3,1.5,23.4,0.44,0.277,0.436,0.774,0.5
Allen Iverson,16.3,3.5,8,0.6,2.5,5.7,2,0.1,3.7,1.5,22.3,0.408,0.286,0.412,0.745,0.478
Allen Iverson,16.8,3.8,8.9,0.6,2.8,6.8,2,0.1,3.9,1.6,26.1,0.451,0.308,0.453,0.835,0.532
Kyrie Irving,12.9,5,4.9,0.7,3,6.2,1.6,0.3,2.7,2.4,21.3,0.458,0.358,0.48,0.861,0.533
Kyrie Irving,11.3,5,4.8,0.7,2.4,5.1,1.5,0.3,2.5,1.9,21.5,0.491,0.415,0.532,0.863,0.583
Kyrie Irving,13.9,4.9,5.1,0.6,3.2,6.2,1.6,0.4,3.4,2.6,23.3,0.474,0.391,0.503,0.855,0.553
Zydrunas Ilgauskas,16.5,0.1,7.6,3.6,5.5,1.9,0.8,2.3,3.1,4.1,20.6,0.443,0,0.441,0.781,0.516
Zydrunas Ilgauskas,13.4,0.1,6.9,4.1,5.1,1.4,0.7,2.3,2.6,4.3,18.2,0.469,0.286,0.469,0.799,0.55
Andre Iguodala,7.2,3.1,3.2,0.9,5.3,5.5,1.7,0.5,1.9,1.5,12.6,0.481,0.394,0.514,0.617,0.537
Juwan Howard,16.3,0.1,4.7,2.1,5.2,3.9,0.7,0.4,3.3,2.9,19.6,0.49,0.308,0.49,0.749,0.53
Josh Howard,12.3,3.5,4.3,1.9,5.1,1.9,1.2,0.8,1.8,2.6,19.4,0.48,0.385,0.501,0.827,0.548
Dwight Howard,10.7,0.1,9.5,3.3,9.2,1.4,1.1,2.5,3,3.8,17.1,0.581,0.167,0.579,0.492,0.573
Dwight Howard,11.9,0.1,9.6,3.5,9.5,2,0.9,1.9,3.4,3.6,19.5,0.594,0.286,0.593,0.547,0.6
Dwight Howard,10.4,0,7.9,3.4,8.6,1.9,0.8,1.9,3.8,2.9,17.2,0.603,0.5,0.603,0.586,0.619
Dwight Howard,11.3,0,10.5,3.3,10.3,1.3,0.9,2.1,3.1,3.2,19.8,0.601,0,0.599,0.59,0.619
Dwight Howard,12.5,0,10.8,4.3,9.7,1.4,1,2.9,3.1,3.4,20.7,0.573,0,0.572,0.594,0.6
Dwight Howard,10.5,0.1,10.3,3.6,10.1,1.8,0.9,2.9,3.5,3.6,19,0.617,0,0.612,0.592,0.63
Dwight Howard,12.7,0.1,11.2,3.8,9.7,1.3,1.3,2.3,3.4,3.2,21.9,0.597,0,0.593,0.596,0.616
Dwight Howard,12.5,0.1,9.9,3.5,10.2,1.8,1.4,2,3,2.8,19.4,0.579,0,0.573,0.491,0.569
Allan Houston,11.7,2.8,3.8,0.4,2.6,2.5,0.7,0.2,2.1,2.5,18.3,0.494,0.436,0.525,0.838,0.569
Allan Houston,12,3.2,3.9,0.3,3.3,2.2,0.7,0.1,2,2.4,18.4,0.467,0.381,0.488,0.909,0.543
Jeff Hornacek,12.3,2.2,3.7,1.2,3.5,4.8,1.8,0.4,2,2.5,19.1,0.525,0.439,0.546,0.886,0.592
Al Horford,10.7,0,3.4,3,7.1,2.4,0.7,1.2,1.5,2.8,14.5,0.551,1,0.552,0.789,0.594
Al Horford,12.2,0.1,2.5,2.4,7.1,3.5,0.8,1.1,1.6,2.6,15.7,0.557,0.5,0.558,0.798,0.587
Al Horford,14.4,0.6,2.2,2,6.4,3.8,1.1,1.5,1.6,1.9,18,0.547,0.306,0.544,0.759,0.563
Al Horford,10.9,3.4,1.7,2.1,6,3.6,0.9,1.7,1.4,2.1,17.2,0.561,0.354,0.554,0.793,0.572
Tyrone Hill,10.4,0,6,4,7.4,0.8,0.8,0.6,2.3,3.7,14.5,0.505,0,0.504,0.662,0.554
Grant Hill,15.4,0.2,5.3,1.2,3.7,3.4,1.5,0.4,2.5,2.2,20.3,0.513,0.231,0.511,0.821,0.565
Grant Hill,13.9,0.4,6.9,1.7,4.3,4.7,1.7,0.8,2.7,2.7,18.7,0.486,0.148,0.479,0.732,0.541
Grant Hill,13.2,0.3,7.1,1.4,7.2,6.1,1.1,0.5,2.9,2.7,17.9,0.468,0.192,0.464,0.751,0.537
Grant Hill,14,0.4,7.2,1.4,6.8,6.7,1.6,0.5,3,2.1,19.6,0.502,0.303,0.5,0.711,0.556
Grant Hill,14.6,0.2,7.1,1,5.8,6,1.6,0.6,3.1,2.1,18.7,0.457,0.143,0.453,0.74,0.52
Grant Hill,17.2,1.3,7.8,1.3,5.1,5,1.3,0.6,3.1,2.5,24.7,0.5,0.347,0.501,0.795,0.565
Roy Hibbert,12.4,0,4.4,4,6.7,2,0.6,2.4,2.4,3.6,15.5,0.498,0,0.497,0.711,0.539
Roy Hibbert,11.2,0.1,4,3,5,1.4,0.4,2.7,2.2,4,13,0.439,0.4,0.44,0.77,0.499
Elvin Hayes*,18.8,0.1,5.4,3,7.1,1.5,0.7,2.1,2.4,3.5,21,0.456,0.231,0.455,0.699,0.492
Hersey Hawkins,11.4,3.1,6.4,0.6,3,3.5,2.1,0.5,2.5,2.1,20.5,0.491,0.4,0.515,0.871,0.592
Devin Harris,11.8,3.2,8.7,0.4,2.9,6.9,1.6,0.2,3.1,2.4,21.2,0.477,0.291,0.469,0.82,0.563
James Harden,10.3,5.9,9.6,0.7,3.8,5.5,1.7,0.5,3.6,2.1,24.4,0.477,0.368,0.504,0.851,0.6
James Harden,9.4,6.3,8.6,0.8,3.7,5.8,1.5,0.4,3.4,2.3,24,0.515,0.366,0.529,0.866,0.618
James Harden,11,6.7,10,0.9,4.6,6.8,1.9,0.7,3.9,2.5,26.8,0.48,0.375,0.511,0.868,0.605
James Harden,11,7.5,9.9,0.7,5.3,7.1,1.6,0.6,4.4,2.7,27.2,0.495,0.344,0.503,0.866,0.595
Tim Hardaway,9.1,6.8,4.2,0.6,2.6,8,1.7,0.1,2.6,1.9,18.9,0.469,0.344,0.489,0.799,0.532
Tim Hardaway,10.1,5.2,3.9,0.6,3,8,1.6,0.2,2.7,2.4,18.1,0.472,0.351,0.49,0.781,0.53
Tim Hardaway,14.5,2.8,4.3,1,2.7,8.9,2.4,0.1,3,2.6,21.1,0.494,0.385,0.508,0.803,0.547
Tim Hardaway,13.1,4.1,4.2,0.9,2.5,8.7,1.8,0.1,2.9,2.2,20.5,0.499,0.338,0.501,0.766,0.537
Tim Hardaway,11.9,4.3,5.1,0.8,2.8,9.6,1.6,0.2,3,2.1,19.6,0.489,0.33,0.491,0.744,0.534
Anfernee Hardaway,11.1,3.1,5.7,1.7,2.4,6.8,1.6,0.3,3.2,2,20,0.558,0.349,0.55,0.769,0.599
Anfernee Hardaway,11.1,3.4,6.9,1.5,2.7,6.9,2,0.5,2.7,1.9,21.3,0.573,0.314,0.549,0.767,0.605
Anfernee Hardaway,10.9,4.3,5.6,1.3,2.9,5.4,1.5,0.6,2.4,2,19.6,0.499,0.318,0.493,0.82,0.554
Anfernee Hardaway,12.8,2.9,6.8,0.5,3.9,3.9,1.6,0.9,2.6,2.6,17.9,0.395,0.3,0.405,0.763,0.479
Richard Hamilton,13.2,2.1,3.3,1.1,2.4,4.4,1.1,0.1,2,2.5,18.5,0.492,0.44,0.515,0.833,0.552
Richard Hamilton,15.3,1.5,3.9,1.1,2.2,3.5,0.7,0.2,2.2,2.6,20.5,0.494,0.458,0.512,0.845,0.553
Richard Hamilton,13.6,1.7,5.3,1,2.7,3.7,0.8,0.2,2.1,3,19.3,0.483,0.341,0.486,0.861,0.551
Tom Gugliotta,14.3,1.1,6.5,2.2,5.9,3.9,1.5,1,3.4,2.7,19.2,0.456,0.258,0.451,0.82,0.526
Blake Griffin,15.6,0.3,8,3.1,8.3,3.6,0.7,0.5,2.6,2.9,21.3,0.51,0.292,0.508,0.642,0.549
Blake Griffin,15.1,0.2,7,3.3,7.5,3.2,0.8,0.7,2.3,3.3,20.6,0.556,0.125,0.55,0.521,0.557
Blake Griffin,14.5,0.4,5.9,2.6,6.6,4.1,1.3,0.7,2.6,3.2,20,0.548,0.179,0.541,0.66,0.572
Karl Malone*,17.4,0.2,9.7,2.6,8,2.9,1,0.9,2.7,2.9,26,0.529,0.286,0.528,0.77,0.596
Karl Malone*,16.7,0.1,8.4,1.4,6.9,4.5,1.2,0.8,3,2.7,23.4,0.499,0.4,0.499,0.793,0.572
