Player,2PA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,2P%,3P%,eFG%,FT%,TS%
Jerry Stackhouse,16.3,5.3,9.1,1.1,2.4,4.6,1.1,0.6,3.7,1.8,26.7,0.418,0.351,0.445,0.822,0.521
Jerry Stackhouse,13.3,3.3,8.7,1.3,2.3,4.2,1.2,0.4,3.6,2.1,22.2,0.462,0.288,0.456,0.815,0.545
Latrell Sprewell,10.5,4,4.6,0.8,3.3,3.9,1.8,0.8,2.3,1.6,17.5,0.46,0.361,0.482,0.774,0.532
Latrell Sprewell,11,4.2,5.8,0.8,2.6,3.6,1.5,0.6,3,1.4,18.4,0.473,0.276,0.457,0.781,0.519
Latrell Sprewell,11,4.5,6.3,0.6,3.3,5.4,1.4,0.5,3.5,1.6,20.8,0.488,0.354,0.5,0.843,0.57
Latrell Sprewell,12.9,1.6,4.2,0.6,3.6,3.2,1.3,0.3,2.6,1.9,16.3,0.446,0.304,0.447,0.783,0.497
Rik Smits,17.9,0.1,4.1,2.2,6.5,1.7,0.7,1.5,2.3,4.2,21,0.497,0,0.495,0.783,0.532
Steve Smith,10.4,3.5,5.7,1.7,2.2,3.7,0.9,0.4,2.2,2.8,18.4,0.475,0.351,0.488,0.855,0.563
Jack Sikma,14,0.1,5.9,2.5,8.4,4.3,1.2,1.4,2.4,3.6,18.9,0.492,0.2,0.49,0.852,0.564
Jack Sikma,12.7,0,3.8,2.6,9.2,3.6,0.9,1,2.6,3,15.1,0.476,0,0.475,0.805,0.526
Jack Sikma,16.1,0.1,5.1,2.3,8.2,3.1,1,1.1,2.5,3.5,18.9,0.456,0,0.454,0.823,0.512
Jack Sikma,14.2,0.2,6.2,2.6,9.6,3.3,1.2,1.3,2.5,3.2,19,0.483,0.154,0.48,0.855,0.559
Jack Sikma,14.5,0.1,6.7,3,9.1,3.3,1.2,0.9,2.7,3.7,19.2,0.468,0,0.464,0.837,0.546
Jack Sikma,13.9,0,5.8,2.7,8.3,3.9,1.1,1.1,2.8,3.6,18.8,0.5,0,0.499,0.856,0.572
Lonnie Shelton,14,0.1,3.2,2.2,4.7,3.4,1.3,0.6,2.7,4.3,16.3,0.489,0,0.486,0.783,0.523
Detlef Schrempf,10.2,2.3,6.5,1.7,4.7,3.9,1.2,0.4,2.2,3.1,19.6,0.525,0.514,0.569,0.839,0.641
Detlef Schrempf,9.2,2.6,5.2,1.4,5,4.4,1,0.3,2.5,2.5,16.8,0.531,0.354,0.531,0.801,0.592
Detlef Schrempf,12,0.6,7.6,2.4,6.6,5.7,0.9,0.3,2.8,3.5,18.2,0.493,0.154,0.48,0.804,0.571
Ralph Sampson*,18.2,0.1,5.8,3.9,8.3,2.2,0.9,2.6,3.9,4.5,23,0.524,0.25,0.523,0.661,0.551
Ralph Sampson*,17.4,0.1,5.2,2.6,7.3,2.6,0.9,2,3.8,3.6,21.1,0.504,0,0.502,0.676,0.533
Ralph Sampson*,15.9,0.2,4.7,3.2,7.8,3.6,1.2,1.6,3.6,3.9,18.7,0.492,0.133,0.488,0.641,0.516
Ralph Sampson*,15.3,0.1,5.1,2.4,7.7,3.3,1.1,1.6,3.4,4.6,18.2,0.492,0,0.489,0.624,0.518
Jeff Ruland,12,0.1,7.4,3.1,7.7,3.5,0.8,0.8,4,3.3,19.4,0.582,0.143,0.579,0.733,0.633
Jeff Ruland,11,0.1,7.3,3.2,7.1,4.1,0.8,0.7,4.5,3.2,17.5,0.572,0,0.569,0.685,0.617
Brandon Roy,12.2,3.3,6.5,1.1,3.2,4.5,0.9,0.2,1.9,2,20.8,0.512,0.33,0.508,0.78,0.568
Brandon Roy,12.3,2.8,4.8,1,3.4,5.5,1,0.2,1.8,1.9,18.3,0.48,0.34,0.485,0.753,0.531
Brandon Roy,13.6,2.7,6.3,1.3,3.3,5,1.1,0.3,1.9,1.6,21.9,0.501,0.377,0.512,0.824,0.573
Dan Roundfield,14,0.1,6.5,4.1,7.6,2.6,1.4,1.9,3.2,4.4,18.6,0.5,0,0.499,0.71,0.551
Dan Roundfield,13.7,0,6,3.9,6.8,2.7,1.3,2,3,4.4,18.7,0.528,0,0.527,0.721,0.575
Dan Roundfield,14.7,0.1,6.1,3.7,8,2.6,1,1.5,3,3.4,18.4,0.467,0.2,0.466,0.76,0.527
Derrick Rose,16.5,0.8,4.2,0.8,2.9,5.9,0.7,0.3,2.7,1.2,20.3,0.5,0.267,0.495,0.766,0.532
Derrick Rose,14.4,4.6,6.6,1,3,7.4,1,0.6,3.3,1.6,24.1,0.481,0.332,0.485,0.858,0.55
Derrick Rose,13.7,4.5,6.3,0.7,2.7,8,0.9,0.7,3.1,1.4,22.3,0.475,0.312,0.473,0.812,0.532
Rajon Rondo,10,1,3.4,1.2,3.2,9.6,2.3,0.1,3,2.4,13.5,0.536,0.213,0.517,0.621,0.54
Rajon Rondo,8.9,0.6,1.9,1.2,3,10.8,2.2,0.2,3.3,1.7,10.3,0.491,0.233,0.482,0.568,0.495
Rajon Rondo,9.7,0.8,3.3,1.1,3.6,11.4,1.7,0.1,3.6,1.8,11.6,0.464,0.238,0.456,0.597,0.483
Rajon Rondo,10.5,1.3,2.4,1.1,4.3,10.6,1.8,0.2,3.7,2.4,13.2,0.513,0.24,0.497,0.645,0.516
Dennis Rodman*,7.4,0.1,3.3,5.1,6.9,1.1,0.8,0.9,1.4,4.2,10.9,0.589,0.111,0.582,0.654,0.608
Dennis Rodman*,5.8,1.1,1.5,5.7,11,2.1,0.7,0.8,1.5,2.7,8.7,0.581,0.317,0.564,0.6,0.574
Truck Robinson,14.9,0,4.6,2.5,6.7,2.4,0.8,0.4,2.9,2.6,18,0.505,,0.505,0.629,0.531
Glenn Robinson,16.3,2.4,3.9,1.6,5.1,3.2,1.1,0.8,2.8,2.4,21.4,0.493,0.299,0.487,0.82,0.525
Glenn Robinson,15.1,2.9,3.5,1.3,4.7,2.4,1,0.5,2.8,2.6,21,0.493,0.363,0.502,0.802,0.534
David Robinson*,14.9,0.2,8.6,2.6,8.2,3.4,1.4,3,2.7,2.7,21.5,0.506,0.176,0.503,0.732,0.569
David Robinson*,18.1,0.3,10.3,2.7,6.8,4.2,1.5,2.9,2.8,2.5,26.5,0.51,0.345,0.51,0.749,0.577
David Robinson*,17.2,0.2,9.9,2.7,7.5,2.8,1.6,3.1,2.7,2.7,26.2,0.533,0.3,0.532,0.774,0.602
David Robinson*,16.3,0.1,9.8,3.8,8.1,2.9,1.3,3.2,2.3,3.1,24.5,0.517,0.333,0.517,0.761,0.589
David Robinson*,15.5,0.1,9.7,3.5,7.9,2.9,0.9,2.8,3,3,23.1,0.512,0.25,0.511,0.735,0.581
David Robinson*,15.6,0,10,3.6,8.2,2,1.7,3.8,3.1,3.1,23.9,0.532,0,0.531,0.732,0.597
David Robinson*,14.5,0,7.2,2.7,8.1,2,1.4,2.6,2.3,3.5,20.1,0.513,0,0.512,0.726,0.568
David Robinson*,15.8,0.1,9,3.9,8.5,2.4,1.5,3.7,3.1,3.1,24.4,0.554,0.143,0.552,0.762,0.615
David Robinson*,12.5,0,7.1,3.2,7.3,1.8,1.2,3,1.9,3.2,17.5,0.487,0,0.486,0.747,0.559
David Robinson*,15,0.1,7.9,3.7,8,2.5,2.2,4.3,2.6,3.1,22.2,0.554,0.125,0.552,0.701,0.597
Clifford Robinson,17,0.7,5.8,2.1,4.9,2,1.5,1.4,2.1,3.3,20.8,0.465,0.245,0.461,0.765,0.513
Alvin Robertson,13.3,0.4,4.1,2.3,4.2,5.6,3.8,0.5,3.2,3.7,17.4,0.521,0.276,0.518,0.795,0.563
Alvin Robertson,16.2,0.6,4.3,2.5,3.2,5.6,3.5,0.5,3.2,3.5,19.2,0.474,0.271,0.471,0.753,0.51
Alvin Robertson,15.9,1.1,4.4,2,4,6.7,2.9,0.8,3,3.6,19.5,0.478,0.284,0.475,0.748,0.513
Alvin Robertson,11.7,0.9,3.6,2.6,3.7,6.2,3.4,0.2,2.9,3.8,15.2,0.493,0.365,0.497,0.757,0.538
Doc Rivers,12.3,0.5,6.1,1.2,4.1,10.7,2,0.6,3,3.9,16.3,0.46,0.273,0.458,0.758,0.527
Mitch Richmond*,13.6,2.7,4.9,0.4,2.8,4.6,1.1,0.2,2.7,2.9,20.6,0.495,0.369,0.505,0.845,0.558
Mitch Richmond*,13.9,3.9,6.4,0.9,2.7,3.9,1.3,0.2,2.7,2.6,22.7,0.455,0.407,0.489,0.834,0.551
Mitch Richmond*,12.2,4.8,5.1,0.8,3.3,3.5,1,0.3,2.7,2.6,21.2,0.477,0.368,0.498,0.843,0.551
Mitch Richmond*,10.4,6.3,6,0.7,2.6,3.1,1.5,0.2,2.7,2.8,22.9,0.453,0.437,0.529,0.866,0.591
Mitch Richmond*,12.7,5.5,6.1,0.7,3,3.9,1.4,0.3,2.7,2.4,24.1,0.466,0.428,0.519,0.861,0.578
Mitch Richmond*,12.4,4.7,6.6,0.7,2.5,3.9,1.2,0.2,2.5,2.2,22.7,0.466,0.389,0.498,0.864,0.569
Micheal Ray Richardson,15.6,1.3,3.6,1.8,3.5,7.7,2.8,0.3,2.9,3.2,19,0.488,0.252,0.479,0.767,0.513
Micheal Ray Richardson,11.2,1.3,4,1.8,4.6,9.8,3.1,0.4,4.2,3.1,14.8,0.498,0.245,0.485,0.66,0.517
Micheal Ray Richardson,11.5,1.2,3.8,2,4.2,7.1,2.6,0.4,3.4,2.9,14.7,0.493,0.225,0.479,0.663,0.511
Micheal Ray Richardson,14.7,1.2,3.6,2.1,4.6,6.8,2.5,0.5,3.4,3.7,17.4,0.483,0.188,0.468,0.7,0.498
Glen Rice,10.2,4.6,4.4,1,3.3,2.7,1,0.2,1.9,2.5,19.6,0.492,0.424,0.537,0.837,0.584
Glen Rice,11.5,4.7,5.7,0.7,2.7,1.7,0.8,0.3,1.9,2,22.6,0.48,0.47,0.546,0.867,0.605
Glen Rice,11.9,3.3,5.5,1,2.9,2,0.8,0.2,2,2.2,20,0.464,0.433,0.504,0.849,0.568
Michael Redd,12.8,4.3,5.3,1.4,3.4,2.2,1,0.1,1.4,1.8,21.2,0.47,0.35,0.484,0.868,0.544
Theo Ratliff,9.1,0,4.3,2.5,5.8,1.2,0.6,3.7,2.5,3.3,12.4,0.499,,0.499,0.76,0.562
Zach Randolph,15.2,0.6,5.5,3.9,7.3,1.8,0.9,0.4,2.1,2.7,19.8,0.496,0.288,0.494,0.778,0.546
Zach Randolph,13.8,0.3,4.1,4.3,7.5,1.5,0.8,0.4,2.1,2.5,16.1,0.469,0.087,0.461,0.75,0.506
Mark Price,10.5,2.8,3.9,0.6,2.3,8.3,1.5,0.1,2.8,1.3,18.7,0.548,0.441,0.572,0.901,0.623
Mark Price,10.7,4.4,4.8,0.6,2.3,9,1.6,0.2,2.7,1.9,21,0.53,0.387,0.545,0.947,0.61
Mark Price,10.5,4.4,4.6,0.6,2.5,9.1,1.3,0.2,3,1.6,20.6,0.512,0.416,0.546,0.948,0.609
Mark Price,10.7,4.5,4,0.6,2.9,8.9,1.6,0.2,2.9,1.4,19.9,0.511,0.397,0.536,0.888,0.586
James Worthy*,16.5,0.7,3.5,1.7,3.5,4.3,1.3,0.4,2.2,1.5,18.4,0.457,0.209,0.451,0.814,0.49
James Worthy*,15.7,0.2,4.6,2,3.7,2.9,1.2,1.1,2.2,2.9,22,0.586,0,0.579,0.771,0.613
James Worthy*,15.2,0.2,5,2,3.9,2.9,1.4,1.1,2.1,2.6,20.4,0.545,0,0.539,0.751,0.578
James Worthy*,15.5,0.2,4.1,1.7,3.3,3.9,1,0.7,2.1,2.4,20,0.537,0.125,0.532,0.796,0.571
James Worthy*,15.3,0.3,3.9,2.1,3.9,3.5,1.3,0.7,2.2,2.1,20.2,0.556,0.087,0.548,0.782,0.582
James Worthy*,15.2,0.6,3.9,1.9,3.9,3.5,1.2,0.6,1.9,2.3,20.5,0.557,0.306,0.554,0.782,0.586
James Worthy*,16.3,1.1,3.2,1.3,3,3.3,1.2,0.4,1.5,1.4,20,0.505,0.289,0.501,0.797,0.531
Metta World Peace,11.5,3.2,5.8,1.3,3.8,3.6,2,0.7,2.7,2.6,17.7,0.452,0.31,0.455,0.733,0.511
Kevin Willis,14.4,0.4,4.4,5.1,10.2,2.1,0.9,0.7,2.4,2.7,18,0.493,0.162,0.485,0.804,0.535
Mo Williams,9,5.3,2.9,0.6,2.9,4.2,0.9,0.1,2.3,2.7,18.3,0.486,0.436,0.548,0.912,0.588
Jayson Williams,9.8,0.1,4.5,6.8,6.8,1,0.7,0.8,1.5,3.6,12.9,0.501,0,0.498,0.666,0.541
Gus Williams,19.4,0.5,5.5,1.2,1.9,6.9,2.2,0.5,2.5,2,23.5,0.492,0.225,0.488,0.734,0.526
Gus Williams,17.5,0.6,4.8,0.9,1.7,8.4,2.4,0.3,3,1.5,20.9,0.491,0.047,0.478,0.751,0.517
Deron Williams,10.2,3.3,5.4,0.6,3.3,10.3,1.2,0.2,3.2,2.7,18.2,0.501,0.371,0.515,0.801,0.574
Deron Williams,9.6,4.6,6,0.6,3.2,9.7,1.2,0.2,3.4,2.8,19.1,0.491,0.331,0.493,0.845,0.566
Deron Williams,11.1,6.2,5.5,0.4,2.9,8.7,1.2,0.4,3.9,2.2,20.8,0.446,0.336,0.467,0.843,0.527
Buck Williams,11,0,6.4,4.4,8,1.5,1.1,1.3,3,3.3,17,0.59,0,0.588,0.62,0.611
Buck Williams,11.2,0,5.2,3.9,7.7,1.5,0.9,1.1,2.9,3.4,15.3,0.524,0,0.523,0.676,0.565
Buck Williams,11.2,0,4.9,4.4,8.4,1.4,1.1,1.1,3,3.6,16.2,0.583,0,0.582,0.624,0.603
Dominique Wilkins*,22.3,1.6,8,2.6,3.6,2.7,1.3,0.6,2.7,2,29.3,0.476,0.295,0.474,0.826,0.534
Dominique Wilkins*,19.8,1.3,6.3,3.1,3.6,2.5,1.4,0.6,2.2,1.7,25.2,0.475,0.276,0.472,0.844,0.528
Dominique Wilkins*,18.6,2.3,7.1,2.7,3.8,2.5,1.6,0.6,2.2,1.8,26.7,0.504,0.322,0.502,0.807,0.556
Dominique Wilkins*,16.3,2.9,6.7,3.1,5.5,3.1,1.4,0.8,2.4,1.8,24.6,0.492,0.341,0.495,0.829,0.555
Dominique Wilkins*,17.7,2.9,7.9,2.3,4.3,3.6,1.2,0.5,2.7,1.7,26.5,0.492,0.289,0.484,0.835,0.552
Dominique Wilkins*,17.2,4.3,8.5,2.5,4,3.1,1,0.4,2.5,1.6,28.8,0.49,0.38,0.506,0.828,0.57
Dominique Wilkins*,21.6,0.8,8.3,3.1,4.2,2.4,1.6,0.6,3,2,27.9,0.479,0.186,0.472,0.818,0.536
Dominique Wilkins*,17.7,4,7.1,2.5,4.1,2.3,1.3,0.4,2.3,1.7,26.3,0.474,0.288,0.466,0.847,0.529
Dominique Wilkins*,20.4,1.3,9,2.5,3.4,3.2,1.4,0.6,2.6,1.8,27.8,0.474,0.292,0.472,0.818,0.543
Jamaal Wilkes*,17.6,0.2,4,1.7,3.4,2.8,1.4,0.3,2.5,2.7,21.7,0.53,0.077,0.526,0.758,0.556
Jamaal Wilkes*,18.1,0.1,3.8,2.1,2.8,2.6,0.9,0.2,2.1,3.1,22.2,0.533,0,0.53,0.757,0.558
Paul Westphal,16.5,1.3,6,0.6,1.9,5.6,1.6,0.5,2.8,2.2,24.2,0.544,0.28,0.535,0.862,0.593
Paul Westphal,15.9,0.8,6.1,0.4,1.9,4.9,1.5,0.5,2.6,2.3,20.1,0.453,0.24,0.448,0.832,0.517
Russell Westbrook,16.3,1.3,8,1.5,3.3,8.5,2,0.4,4,2.6,22.7,0.451,0.33,0.454,0.842,0.538
Russell Westbrook,16.5,3,6.4,1.5,3.2,5.6,1.7,0.3,3.7,2.3,24.1,0.482,0.316,0.481,0.823,0.538
Russell Westbrook,15.5,3.8,7.2,1.4,4,7.6,1.8,0.3,3.4,2.4,23.9,0.466,0.323,0.47,0.8,0.532
Russell Westbrook,18.5,4.5,10.2,1.9,5.7,9,2.2,0.2,4.6,2.9,29.5,0.457,0.299,0.455,0.835,0.536
Russell Westbrook,14.6,4.3,7.5,1.9,6.2,10.9,2.1,0.3,4.4,2.6,24.7,0.505,0.299,0.492,0.813,0.556
David West,16.1,0.3,4.4,2.3,6.2,2.2,0.8,1.2,2.1,2.6,19.6,0.487,0.24,0.484,0.85,0.535
David West,15.3,0.3,5,1.9,5.9,2.1,0.6,0.8,2,2.5,19.2,0.477,0.24,0.474,0.884,0.54
Scott Wedman,16.7,0.3,2.8,1.7,4.2,2.2,1.3,0.7,1.7,3.5,19.8,0.516,0.318,0.515,0.801,0.541
Chris Webber,18.4,0.3,5.9,2.6,6.9,4.5,1.6,1.3,2.7,3.1,23,0.499,0.263,0.497,0.749,0.54
Chris Webber,19.4,0.3,4.9,2.2,7.5,5,1.5,1.2,3,2.8,21.2,0.465,0.238,0.463,0.607,0.485
Chris Webber,13,1.9,4,3.1,6.5,4.2,1.6,1.8,3,3.3,18.5,0.535,0.397,0.543,0.565,0.554
Chris Webber,18.2,1.2,5.2,2.4,7.5,4.3,1.5,1.6,2.7,3.3,22.9,0.496,0.284,0.492,0.751,0.53
Chris Webber,20.4,0.4,5.9,2.3,7.6,3.7,1.2,1.5,2.5,2.9,24.1,0.488,0.071,0.481,0.703,0.516
Kermit Washington,10.3,0,4.9,4.4,7,2.3,1,1.8,2.3,4.2,14.5,0.555,0,0.553,0.642,0.584
Rasheed Wallace,8.5,4.8,2.3,1.3,6.6,2.1,1.4,2,1.3,3.3,15,0.476,0.356,0.497,0.767,0.523
Rasheed Wallace,12.6,0.6,4.2,1.6,5.5,1.8,1.1,1.4,2,2.7,16.8,0.537,0.16,0.522,0.704,0.556
Rasheed Wallace,12.4,2,3.9,1.8,5.6,2.6,1.1,1.7,1.9,2.5,18.1,0.53,0.321,0.523,0.766,0.56
Rasheed Wallace,8.2,5.6,2.4,1.2,5.9,2.4,1.1,1.7,1.1,3,15.7,0.48,0.357,0.503,0.743,0.527
Gerald Wallace,9.3,1.6,6.3,1.7,7.1,1.9,1.4,1,2.1,2.2,16,0.503,0.371,0.511,0.776,0.586
Ben Wallace,5.4,0.1,2.4,3.7,10.4,1.5,1.3,2.9,1.1,2.2,6.3,0.485,0.167,0.482,0.45,0.486
Ben Wallace,8.7,0.1,3.4,3.8,8,1.6,1.7,2.9,1.5,1.9,9.1,0.424,0.125,0.422,0.49,0.441
Ben Wallace,8.7,0.1,4.1,3.9,8.2,1.7,1.4,2.4,1.1,2.1,9.7,0.458,0.111,0.454,0.428,0.459
Ben Wallace,5.7,0,3.7,3.7,7.7,2,1.8,2.3,1.1,2,7.4,0.514,0,0.51,0.416,0.501
John Wall,12.4,3.7,4.8,0.5,3.6,8.7,1.8,0.5,3.6,2.6,19.1,0.458,0.351,0.473,0.805,0.524
John Wall,12,2.8,4.6,0.5,4.2,10.1,1.8,0.6,3.9,2.3,17.6,0.478,0.3,0.473,0.785,0.523
John Wall,13.3,4.2,4.5,0.6,4.3,10.1,1.9,0.7,4.1,2,20.1,0.452,0.351,0.47,0.793,0.514
Antoine Walker,15.6,3.2,5.2,3,6.2,3,1.6,0.7,3.2,2.9,20.3,0.447,0.312,0.45,0.645,0.481
Antoine Walker,11,6.8,3.4,1.6,6,4.3,1.3,0.4,2.7,2.5,19,0.425,0.344,0.46,0.741,0.49
Antoine Walker,10.8,6.5,3.2,1.1,5.2,4.2,1.3,0.3,2.9,2.5,17.5,0.427,0.323,0.449,0.615,0.467
Dwyane Wade,17.3,1.2,6.6,1.6,3.6,5,1.8,1.4,2.9,2.4,24,0.513,0.268,0.506,0.791,0.559
Dwyane Wade,15.4,0.5,9.2,1.3,3.5,6.3,1.5,1,3.9,2.8,22.4,0.485,0.289,0.483,0.762,0.561
Dwyane Wade,15.5,1,6.4,1.3,3.9,5.3,1.9,0.8,2.9,2.1,22,0.537,0.258,0.528,0.725,0.571
Dwyane Wade,16.6,0.9,10,1.3,4,6.3,1.8,0.7,3.3,2.7,25.4,0.513,0.171,0.499,0.783,0.577
Dwyane Wade,14.8,0.6,5.2,1.2,3.7,5.1,1.6,0.6,3.3,2.1,20.8,0.557,0.281,0.551,0.733,0.588
Dwyane Wade,16.5,1.5,10,1,3.5,7.2,2,1.2,4,2.2,26,0.511,0.266,0.502,0.807,0.583
Dwyane Wade,17.9,1.9,6.8,1.1,2.9,5.5,1.3,0.4,3.8,1.9,24.3,0.489,0.284,0.483,0.768,0.534
Dwyane Wade,18.2,0.7,6.7,1.4,3.5,5.6,1.3,0.7,3.3,1.9,22.6,0.464,0.179,0.457,0.787,0.516
Dwyane Wade,15.8,1.4,8.6,0.8,3.1,6.5,1.6,0.7,4.1,2.5,23.1,0.485,0.286,0.48,0.758,0.549
Dwyane Wade,17.3,3.3,9.1,1.1,3.6,7,2,1.3,3.2,2.1,28.2,0.524,0.317,0.516,0.765,0.574
Dwyane Wade,16.3,3.1,9.1,1.4,3.4,6.5,1.8,1.1,3.2,2.3,26.4,0.509,0.3,0.5,0.761,0.562
Dwyane Wade,15,2.6,8.3,1.6,4.6,4.4,1.4,1.1,3,2.5,24.8,0.534,0.306,0.523,0.758,0.581
Kiki Vandeweghe,18.4,0.6,6.9,1.5,3.9,2.5,0.8,0.5,2.2,2.5,27.1,0.556,0.294,0.552,0.875,0.613
Kiki Vandeweghe,20.7,0.4,7.6,1.1,3.8,3.1,0.7,0.7,2.1,2.5,30.2,0.562,0.367,0.562,0.852,0.618
Nick Van Exel,7.5,5.5,3,0.5,2.9,7.8,1.1,0.1,1.8,2.1,15.4,0.44,0.389,0.501,0.791,0.538
Kelly Tripucka,14.7,0.3,7.3,2.6,2.6,3.2,1,0.2,3.3,2.8,20.7,0.501,0.227,0.498,0.797,0.57
Kelly Tripucka,18.5,0.2,7.6,1.7,2.7,3.3,0.9,0.2,2.7,2.7,23.4,0.464,0.118,0.46,0.815,0.53
Andrew Toney,17.1,1.1,6,0.6,2.7,5.3,1.2,0.2,3.9,3.7,23.3,0.514,0.289,0.51,0.788,0.558
Andrew Toney,15.3,0.5,6.5,0.8,1.9,5.3,1,0.3,4.2,3.5,22.4,0.534,0.316,0.532,0.839,0.597
Otis Thorpe,11,0.1,5.5,3.4,6.8,2.9,0.6,0.4,2.8,3.6,16.7,0.596,0,0.592,0.657,0.619
Klay Thompson,11.1,8,3.8,0.4,3.2,3.3,1.3,0.9,2.2,1.8,24.5,0.481,0.439,0.555,0.879,0.591
David Thompson*,15.3,0.2,6.3,1.6,2.9,3.7,0.8,0.6,2.7,2.4,19.9,0.484,0.2,0.482,0.784,0.545
Isiah Thomas*,13.6,1.5,4.3,0.6,2.8,8.2,1.6,0.2,3.7,2.6,18,0.485,0.273,0.477,0.818,0.528
Isiah Thomas*,14.3,1.6,4.5,0.9,2.8,9.2,1.7,0.2,3.9,2.5,17.9,0.453,0.309,0.454,0.775,0.501
Isiah Thomas*,14.9,0.9,6.3,0.8,2.2,8.4,2.2,0.3,4.4,3.7,18.1,0.432,0.288,0.432,0.704,0.487
Isiah Thomas*,13,1.4,5,0.8,2.7,9.7,1.6,0.2,4,2.6,16.9,0.45,0.292,0.449,0.782,0.507
Isiah Thomas*,16.4,1.5,6,1.2,2.6,7.4,2.3,0.3,3.8,3.7,21.6,0.488,0.288,0.483,0.71,0.525
Isiah Thomas*,14.5,1.1,4.7,0.8,2.2,6.9,1.5,0.2,3.1,2.4,17.8,0.458,0.291,0.456,0.772,0.505
Isiah Thomas*,16.6,0.8,6.3,1.2,2.7,10.9,2.4,0.4,3.7,3.9,20.9,0.468,0.338,0.47,0.733,0.52
Isiah Thomas*,13.1,2.4,4.6,0.9,2,8.3,1.5,0.2,3.5,2.7,17.1,0.439,0.308,0.442,0.737,0.488
Isiah Thomas*,15.1,1.3,5.7,1.3,2.9,13.1,2.2,0.3,3.5,3.4,20,0.476,0.257,0.468,0.809,0.529
Isiah Thomas*,15,1.1,6,1.1,2.5,10.7,2.2,0.3,3.7,3.2,20.8,0.501,0.31,0.498,0.79,0.554
Isiah Thomas*,15,1.2,6.2,1,2.8,9.7,1.8,0.2,4.1,3,20,0.484,0.194,0.47,0.768,0.528
Isiah Thomas*,15.3,1.2,4.8,0.8,2.6,8.3,1.7,0.2,3.4,2.7,19.4,0.475,0.309,0.474,0.774,0.521
Isaiah Thomas,12.3,6.4,7.3,0.6,2.7,7,1.2,0.1,2.9,2.3,24.7,0.467,0.353,0.488,0.885,0.564
Reggie Theus,18.6,1.1,6.8,1.1,2.6,6.1,1.8,0.2,4,3.5,24.6,0.493,0.231,0.485,0.801,0.541
Reggie Theus,12.9,1.1,7,1.6,2.1,5.4,1.6,0.3,3.3,3.3,19.8,0.521,0.2,0.503,0.809,0.578
Jeff Teague,11,3.3,5.2,0.5,2.5,8.3,2,0.5,3.3,2.2,18.8,0.496,0.343,0.5,0.862,0.566
Giannis,11.6,1.2,5.2,1.4,6.3,4.1,1.2,1.4,2.5,3.3,17,0.537,0.195,0.513,0.727,0.56
Anthony Davis,17.4,0.2,6.8,2.5,7.7,2.2,1.5,2.9,1.4,2.1,24.3,0.54,0.083,0.536,0.805,0.591
Andre Drummond,14.4,0.1,8,5.4,10.9,0.9,1.6,1.5,2.1,3.4,18.2,0.53,0.333,0.53,0.361,0.506
Damian Lillard,9.7,7,4.9,0.6,4,6.2,1.2,0.3,2.7,2,21.2,0.5,0.343,0.506,0.864,0.56
Stephen Curry,9.5,11.8,5.6,0.9,4.8,7,2.3,0.2,3.4,2.1,31.9,0.576,0.45,0.631,0.902,0.672
Kristaps,11.3,1.4,4.2,2.3,6.9,1.6,0.9,2.4,2.1,3.6,18.1,0.454,0.333,0.467,0.838,0.518
Karl Towns,8.2,0.4,3.8,3.2,8.5,2.1,0.8,1.9,2.5,3.4,20.7,0.564,0.338,0.56,0.825,0.597
Klay Thompson,10.1,8.9,3.2,0.5,3.7,2.2,0.8,0.6,1.9,2.1,24.6,0.508,0.435,0.576,0.87,0.604
